Kaiserslautern Karlsruhe 8000
Karlsruhe Kaiserslautern 8000
Giessen Fulda 2400
Fulda Giessen 2400
Trier Saarbruecken 8000
Saarbruecken Trier 8000
Fulda Wuerzburg 5000
Wuerzburg Fulda 5000
Saarbruecken Karlsruhe 2000
Karlsruhe Saarbruecken 2000
Stuttgart Karlsruhe 2400
Karlsruhe Stuttgart 2400
Stuttgart Ulm 2000
Ulm Stuttgart 2000
Stuttgart Konstanz 8000
Konstanz Stuttgart 8000
Stuttgart Wuerzburg 2400
Wuerzburg Stuttgart 2400
Karlsruhe Freiburg 2000
Freiburg Karlsruhe 2000
Ulm Augsburg 5000
Augsburg Ulm 5000
Konstanz Freiburg 5000
Freiburg Konstanz 5000
Konstanz Kempten 8000
Kempten Konstanz 8000
Muenchen Augsburg 2000
Augsburg Muenchen 2000
Muenchen Kempten 2400
Kempten Muenchen 2400
Muenchen Passau 8000
Passau Muenchen 8000
Muenchen Nuernberg 5000
Nuernberg Muenchen 5000
Muenchen Regensburg 5000
Regensburg Muenchen 5000
Augsburg Wuerzburg 2400
Wuerzburg Augsburg 2400
Passau Regensburg 5000
Regensburg Passau 5000
Nuernberg Bayreuth 5000
Bayreuth Nuernberg 5000
Nuernberg Wuerzburg 8000
Wuerzburg Nuernberg 8000
Nuernberg Regensburg 8000
Regensburg Nuernberg 8000
