Kaiserslautern Karlsruhe 8000
Karlsruhe Kaiserslautern 8000
Giessen Fulda 8000
Fulda Giessen 8000
Trier Saarbruecken 8000
Saarbruecken Trier 8000
Fulda Wuerzburg 8000
Wuerzburg Fulda 8000
Saarbruecken Karlsruhe 2000
Karlsruhe Saarbruecken 2000
Stuttgart Karlsruhe 5000
Karlsruhe Stuttgart 5000
Stuttgart Ulm 8000
Ulm Stuttgart 8000
Stuttgart Konstanz 2000
Konstanz Stuttgart 2000
Stuttgart Wuerzburg 2400
Wuerzburg Stuttgart 2400
Karlsruhe Freiburg 8000
Freiburg Karlsruhe 8000
Ulm Augsburg 2000
Augsburg Ulm 2000
Konstanz Freiburg 8000
Freiburg Konstanz 8000
Konstanz Kempten 5000
Kempten Konstanz 5000
Muenchen Augsburg 2400
Augsburg Muenchen 2400
Muenchen Kempten 8000
Kempten Muenchen 8000
Muenchen Passau 2000
Passau Muenchen 2000
Muenchen Nuernberg 5000
Nuernberg Muenchen 5000
Muenchen Regensburg 2000
Regensburg Muenchen 2000
Augsburg Wuerzburg 2000
Wuerzburg Augsburg 2000
Passau Regensburg 2000
Regensburg Passau 2000
Nuernberg Bayreuth 5000
Bayreuth Nuernberg 5000
Nuernberg Wuerzburg 2400
Wuerzburg Nuernberg 2400
Nuernberg Regensburg 2000
Regensburg Nuernberg 2000
